label,sentence
0,昨晚做梦一个好姐妹（不知道是哪位，个子很高）为了减肥去医院注射毒药，类似于自杀，我拼命救她，医生说先用加湿器加湿暂缓中毒，然后等救护车来！忙活了一晚上，好累！[衰][衰][衰]可能是家里太干燥了，还有老公正在减肥……才做此梦。
0,回程准备下船的时候才知道，没蹭上[泪]
1,感恩、赞叹！[鼓掌] //@西??花:??微博。
0,[泪]转
0,阿根廷很前卫――便利店每天营业25小时。加拿大和中国都依然停留在一天只有24小时的旧时代。[衰]
1,祝福狮子斌斌生日快乐~~~~@朱斌 我送你一首，我们的星座歌，来自曾哥的歌！[太开心] 曾轶可-狮子座-http://t.cn/h9ziG
1,哈哈，必须要在镜头之外。//@雒尘LC:回复@耶马:[嘻嘻]你们速来广州集合! //@耶马:东木……
0,//@果??尼: [?你] //@ToPaZ_CsAaNtDoYsLhAiU_aGaTe:我全?叫的最大?的部分！[抓狂][抓狂][抓狂]?一幕我?乎360度都看?了啊啊啊！[爱你] //@ARASEN阿布小番?:我就在等他T_T
1,[哈哈][哈哈]祝您午餐胃口好！
0,肥怎么减[泪]
1,弄款情侣表戴戴  [嘻嘻]
1,什么礼物呀！看在美食的份上！啊哈哈[哈哈][哈哈]
1,黑天蝎座啊//@左影右虹:每次发处女箴言，江老大都是第一个转发！[哈哈] //@江筱湖:这话还比较靠谱。据说处女男是渣男。。。作为大处女女，我没有压力。[笑哈哈]//@左影右虹: [哈哈]
1,"[握手]多指教!//@任超一:呵呵，期待黄总的精彩分享 //@黄记煌-黄耕:四号下午我会去与大家分享我作为一个吃货的梦想,期待与大家见面[鼓掌] //@任超一:名师云集，名家云集，名企云集的智慧盛宴  //@李强巨思特:@黄记煌-黄耕 @张乐华博士 @姜岚昕 @职业指南频道李晓露 @林伟贤 @王永"
0,加班，又点了米线，怎么就吃不腻米线呢？？？而且每次都默默祈祷，米线不是用塑料袋之类做的……[晕][悲伤][闭嘴]
0,太阳还没落山，月亮就出来了呢？[晕][晕]
1,"牛油果能强韧发丝并促进秀发生长, 芦荟为秀发增加水分与弹性，帮助抵御多种损伤。正确答案就是B。同学们都选对了吗？恭喜 @耐苏达梵 @JN_小婷 @张晶晶zjj @??冬是我的人 @本大王就是土豪怎么样 获得Miss Pan准备的”秀发营养餐“，快把你们的联系方式（姓名+地址+电话）私信给Miss Pan吧~[抱抱]"
1,[哈哈][哈哈][哈哈] //@互联网的那点事:360要做“成人”安全了？？可以预见的结果是，你xxoo完后会收到提示：您的嘿咻时间为34.5分钟，击败了全国85%的男人。还有2个可优化的姿势。@杜蕾斯官方微博
0,唉，有机会站上去没机会漂一下儿[失望]//@喜悦成长: [给力]
0,是办婚事吧！！ //@元书小白:看到这个我在想，这边上得有多少人等着吃啊……[晕]  //@边疆边吃边说://@华圣果园:中午哪能看得了这个～～～[晕]
1,是来自星星的你们[哈哈][哈哈][哈哈] //@吕燕:这是来自外星的我嘛[哈哈]？
0,珍贵的初乳 猫小D 和 欧小迪全不喝[汗][泪][害羞] @kandiduan1218
1,好人！//@孙大新: [赞] //@张晨初艺术空间: [赞]//@悦臣1: 好人 //@蝶儿的背囊:[鼓掌][赞]标哥是好样的，真的值得赞扬，用实际行动证明雷锋的存在。[爱心传递] //@杨建国:转发微博
0,把蛇还给他！把蛇还给他！o>_<o//@王乱子:把蛇还给他吧！这也是对生命的尊重！//@我在这里2837900993:擦，要是没有微薄也不会被散的成重点，孩子也不至于被迫去动物园。 //@微相册: 真心希望动物园把蛇还给陈师傅，看着他们以后不能互相依靠，心里酸酸的！[泪]
1,[哈哈] //@江淮晨报高寒琦：除非是哥斯拉在世[嘻嘻] //@江淮晨报李培:// @管吴澄 ：[奥特曼] [奥特曼] // @吕明奎 ：[围观]
1,回复@查道存:查总，年后我会来上海出差，到时候咱们聚聚啊，来向您取经。[可爱] //@查道存:回复@甜甜317:严重感谢啦！
0,靠，这话私聊就行了，别让我老婆看到了[泪]@拖米哥 @Cao7A @daodaodeyu //@当时我就震惊了:这话多招女人喜欢呀！
1,//@社科院金融所殷剑峰: 看来自助游不如听从分配好//@闲看青山云去留_金融所曾刚: [哈哈] //@西?: [哈哈] //@段宇宏:[哈哈] 的确有意思，说白了，投胎到中国当个穷逼苦逼男人，全程开通且免费//@董斌:哈哈哈哈哈
1,台湾Day1:桃?-台北-君品酒店-台北敦化?品?店。???品出?，??看到?本?，就忍不住想起我?家那?女孩[嘻嘻]@艺龙旅行网 #艺龙?你游台?#
0,太虐了。。这个点看这个。。。。。。[黑线][黑线][晕]
0,肠胃感冒了[泪]发烧胃痛恶心头晕浑身冰冷[泪][泪][泪]春节前不能再疯狂加班了[抓狂]
0,这个结果很意外。//@檐间飞鸟:我可以说脏话么？！[怒]
1,呵呵，浪漫的音乐剧，喜欢就太好啦[爱你]
1,[抱抱]//@Alex老白: @Blueonline 手哥推荐你们的在路上app了。
0,@鸾飞凤舞lffw 你去坐不。[思考]会飞井冈山吗？[晕]
1,@[哈哈]
1,[哈哈]梁朝伟的三种忧郁。普通忧郁，文艺忧郁和2B忧郁的区别。。。
1,晕~~[爱你][吃惊]
1,入住山庄，古朴雅致的房间也有点幽幽的感觉，其实我更喜欢阳光明媚的有大窗户的房间。[可爱]
0,我现在只想大吃一顿！[怒骂]
1,//@皓伦王明川: [哈哈][good]
0,疯慌//@阿拉丁拉灯: [怒] //@潘昭晖:转发微博
1,亲亲小妞[爱你]
1,[哈哈][哈哈] //@水云-仙子:莫猜，稍待，答案自会出来。春来，雪化，真相定然大白。//@武旭峰: 这个有点难。那瓜爸是谁提拔的啊？//@水云-仙子: 所以应该追究这样的镇委书记是谁提拔上去的。//@博浪韬添: 调整产业结构，转变发展方式，胡总在珠海早就指出来了，东莞还在转啊？多少年过去了？//
0,ＭＳＮ Ｌｉｔｅ正常使用！//@思婷蚊子: 这个损失太惨重了，我的业务大多也在ｍｓｎ上。//@桃瑞丝小飞猪: 不会是真的say goodbye forever了吧？！还没做好准备...晴天霹雳[泪]//@悦悦喵: 我刚去登陆了，确实没了[泪] //@糖糖_vivi:求证？今天出差，真的没了吗？
1,好温馨的泰国夜！[爱你]
1,好兄弟，够义气！[鼓掌]//@见素m: 不收，尽管来//@崔玉Nicholas:收场地费不？//@见素m: 不管你们谁//@崔玉Nicholas:谁跟谁结婚。。[嘻嘻]//@见素m: 你们结婚干脆来我家拍照算了
0,每次看都很感动[泪][泪]//@蓝调咖啡馆: 加油加油...我们要一直这么幸福的过下去...[心][心][心]
0,擦 热死了 躁动[怒][怒骂]
1,继上次知道麻酱不是麻辣的后，今天某人又第一次知道塑料包装里的餐具要另收费。小雏菊在不断成长[哈哈][哈哈]@嘉宝小茉莉 @艾尼克斯丶
1,感兴趣啊！公益橙子甜吧？[哈哈]//@荣浩RH:[哈哈]我们下个月和公益组织合作推广西山区橙子，不知道武总和蒋总是否感兴趣
1,祝三八们三八快乐！[鼓掌]三八们嗨起来！！！
0,这周末阳光明媚，可北方风真的太大了，都凌乱了[衰] 希望下周能空气和这两天一样好，别无他求啦。晚安[月亮]新一周各位亲加油！好心情！[带着微博去旅行]
1,谢谢帮俺做广告[哈哈]
1,灯笼的位置恰到好处，太有才了[哈哈]借花献佛，给各位拜年[手套]
0,"[汗]喜迎雾雨雪,坐等吃年猪//@宜良大锅米线:俺们宜良下雨了[得意地笑]山上有雾看不清[得意地笑]希望再来场雪[得意地笑]//@街角顽童: 阴冷的天气，就是没有降水……[抓狂]//@小小喔: 又冷了[抓狂]"
1,[爱你]旅途愉快[带着微博去旅行][带着微博去旅行][带着微博去旅行][带着微博去旅行]
1,苗岭的早晨，太阳升起，牛铃和牛叫声混杂着...赴#德国石荷州音乐节#前最后一次排练即将开始@朱哲琴 老西您啥时候来呀[嘻嘻] @世界看见 @打击乐陈世杰 @常静 @哈斯巴根HSBG @博尔金夫
1,哈哈，最后一段文字太有趣了！可是，读起来，怎么鼻子酸酸的。羡煞旁人吖！幸福的一家子！祝福你们！[爱你]
1,"想要极好的朋友们[太开心]锁定今晚，有""凉凉""驾到啊！[哈哈][鼓掌]"
0,MJ喝死你们[怒骂]
1,尼玛，竟然是名妓，这不是真的！[黑线] //@善缘佳人:原来我是皇后啊？看来只能配皇帝了！必须的！[哈哈][哈哈][哈哈] //@快活林阿甘: 你离不开我了 //@美说-ZJM:女皇，YY一下[嘻嘻]//@快活林阿甘:没事，甭怕，我是太监。 //@赵云侠:他妈的，我居然是名妓[抓狂]
1,//@王岩viola:把我大大的事情都吹进风里[爱你] // @娃娃在北京 :清晨有爱的歌！早安！新的一天！ //  @子瀚小盆友  : 好爱！
1,今天的 @商界传媒 年终总结会在一片祥和的气氛中落下帷幕。@刘旗辉 BOSS说，你们定明年部门计划都给我用亿作单位。于是，@杨兴义 从此别名杨一亿，整个公司要靠他明年让我们全体去拉斯维加斯。兴义，雄起！[哈哈][good]
0,今天在龙之梦的UNIQLO买了春天的T恤，连帽运动开衫等。但我认为好像比日本的贵一点[抓狂] // ?之?のユニクロで春物のシャツとかパ?カ?とか?ったけど、日本より高い?がする[泪]
1,爱心献血，责无旁贷[哈哈]//@爱在蔓延:蔓延今天承办血液中心的「爱心献血周」活动。俩老炮又不淡定了，看来野人爱满满呀[嘻嘻][嘻嘻]~~希望大家多多献出您的爱心喔[心][心][心]。
0,结果他妈哥哥一角得了奥斯卡影帝，阿汤哥都拿过终身成就奖了，却与奥斯卡影帝渐行渐远[泪]。姜，还是老油条辣！
1,Misha和Isabella，太迷人了！[爱你]
0,因为挪威三文鱼来自挪威冰冷纯净的海域，保证了其醇厚鲜美的口感[挤眼]//@Steve恒: 为嘛三文鱼这么好吃呢。。。。。[泪]
0,下一个被疯抢的可能是洋酒吗？ //@时尚财经女子:中国人什么都抢，包括宾仪馆的花圈[晕]
0,[馋嘴][馋嘴] //@枝枝吱吱吱zzz:我想回去[泪][泪][泪]吃汽糕[馋嘴][馋嘴][馋嘴]//@水墨婺源:这就是我的梦里老家---婺源！[心]
1,一定会有很多人拍砖的！[嘻嘻]//@孔文:每年的CEO论坛上，都能吸收到很多营养，高层们看问题的视角非常有大局观。今年的预测，关于LTE那个，昨天某路边社的消息似乎和大家的预测相符哦！@集创Frank
1,#北京美食地图# 香山植物园的『那家小馆』门脸低调，里面古色古香别有洞天，食材和卖相比较讲究，是创意的京味菜，招牌的皇坛子、酥皮大虾是必点的，还吃过红豆饽饽、那家辣鲶鱼、宅门烤馍鹿肉碎、八旗茄子啥的，只比较喜欢红豆饽饽，没有很甜，他家菜品整体味道偏甜～[可爱]（@ruby2050 投稿）
1,最近头条都被你们玩坏了，好么~新浪会哭给你们看滴#最近谁最想上新浪头条？#//@阮月如Miyako: 我的天。。。哈哈哈哈哈哈哈。。太丧心病狂了[哈哈]//@南京同城会: 看cry了哈哈哈哈 //
0,【北京10号线客流飙升，乘客等了半小时没上去】上月30日，北京地铁10号线正式延伸，以大C字型运营，成为一条换乘环线。今天有乘客在原本能轻易上车的双井站，等了足足半小时也没挤上去。而国贸站更被形容是尖叫声、惨叫声、吼叫声、漫骂声此起彼伏… 再想想一会下班，矮油我滴天！[泪]
0,做了一晚上开刀的梦…我不要开刀！！！[泪]
1,此图完全符合果冻和@败家de小妞子 呀！ [嘻嘻]咱俩天天想着要减肥，但还爱琢磨去哪家吃，特别是果冻一到饭点就饿，拉着@败家de小妞子 吃东西！[馋嘴]成功把@败家de小妞子 养胖了！[太开心]话说，咱俩好久没自拍了啊！PS：等果冻眼睛养好后，POSS摆好，逛街走起！
1,#云婚礼#与其说这是一场婚礼，不如看作一场尽兴的狂欢。这场婚礼的亮点就在于大胆的用色，饱和度极高的色彩相互碰撞，渲染着积极的、欢乐的、生命力极强的氛围。他们的有趣、思维的跳跃让周围的人时刻感到快乐，所以我们希望所有宾客都能感受到他们所带来的能量与快乐~[嘻嘻]
1,芒种了！北方忙着种忙着收割，广东呢？#二十四节气#[可爱]
0,//@天创流:没动静了。 //@大奸似忠哦:[草泥马] //@楚天遥的微博: //@丁来峰: 刑讯逼供，打人为乐。[怒]
0,杭州，早安[呵呵] //@西湖之声郑聪:这也忒强大了！[晕]
1,[嘻嘻]//@三明鱼: 好喜欢徐峥的声音，配的也好像，哈哈=！！！！！
0,方便面搞起、谁赞助点牛肉、酸菜[泪][泪][泪][泪]
1,去西藏的注意[呵呵]//@丽魅空间:[给力]//@行者菩提心:[心]//@娜姆-魏宛余: 去拉萨和云南的朋友可以去@天堂时光旅行书店 看看哦！他们还有个店在纳木错，[奥特曼][围观][威武][给力]（世界上海拔最高的书店），店内供应免费茶水，WIFI，火炉！相当滴浪漫啊[爱你][太开心][鼓掌][太阳][微风][爱心传递]
0,我也买过爱立信T28，[嘻嘻] 当初也是现在水果手机的价格[晕] //@新电器生活:我的第一步手机就是爱立信T28随后T39....，期盼爱立信成功转型
1,过大年一定要吃正宗河南味[哈哈]没吃过河南八大碗的速来扫盲喽[威武][威武]吃了扣碗才算过年哦[偷笑]
0,跟狗牌牌一样得身份证明~[晕]
1,动作有点象了，2年后能陪我下场了吧[嘻嘻]
0,中秋就这样了，一张提货卡一分钱都不发![泪][泪][泪] 我在:http://t.cn/zlzynCS
1,年前最后一期节目录像杀青，来个全家福。感谢所有@北京青年 的童鞋们，2011我们风雨同舟，2012我们再携手，2012会更美！！[爱你][耶][good][鼓掌][威武][嘻嘻][哈哈][哈哈]
0,男人一定要对自己狠一点！ //@郑大钱的小脚印:D127天：独乐乐不如众乐乐，大钱在尿了自己一脸后，今天下午又把小区蹦到他前面的一小孩醍醐灌顶了[汗]钱姥姥跟人道半天歉，还好人家脾气好还只是笑。（注：今天无图，这手机实在抓拍不到那突发的喷泉[衰]）
1,华姐，我们都爱你，永远支持你！华姐，华姐，大姐中的战斗机！[鼓掌]
1,徒步，地铁神器啊！相信你们懂的[爱你][爱你][爱你]@肥天小飞猪 @Cao7A @daodaodeyu @Yui酱和我的小伙伴们都惊呆了 @麦田的小米 @乐活武汉
0,晕[晕]
0,一天都在眩晕糊里糊涂不知所以紧张时间流逝中[晕]
0,我都看不出来哪个39！甭提谁攻谁守了。[衰] //@万一是神:有缘//@hotboyjerry: 互T互B[阴险]
1,?今天温度又创新低，该滑雪了[思考]有喜欢的么?过几天给大家发福利[鼓掌]
0,暑假来了，苦逼做旅游终于下班了，吃麻辣牛肉面。。。想想工作太辛苦了，再加一个许留山红白小丸子犒?自己[哼]。。。吃着吃着，突然忘了自己在减肥[泪][泪]，咋办，算了，吃饱再说[汗]
0,//@小漂回来：？？？//@记者阿坚：[伤心]//@大别山居: //@傲骨青松a：//@宇文鸿吟三生：//@呆呆??耍?三世: //@自由战士湖医生3：极权体制下屁民哪来活路！！！
0,豆豆又乱咬衣服，本来气急，拿了本子打这个只记吃不记打的狗脑袋，谁知小玩意把脑袋往垫子上一埋，屁股往外一撅，象只赖皮鸵鸟一样，意思说我就咬了，你怎么样[抓狂]豆姥姥，你来收了这妖孽吧@李莹肖
1,//@杨童童tt:听到印度口音想起了当年给我们上计量课的哪位印度老师。。。。。。哈哈// @毛豆米子 ：// @??姝晴Laura :[哈哈] 看过~//  @馋嘴de懒小猫  :哈哈哈，太棒了！//   @黑色幽默vi   ：//   @怪蜀黍kevin   ：Indian English，无册那！！！！真的是一模一样啊//   @上海木夕木   ：牛
1,谁说新闻工作者就得是无神论者了？ 又见高度啊，佩服佩服。// @孤独求图 :一个新闻工作者，无神论者，我个人不提倡发这样的微博！ // @记者刘锐元 :听得过瘾不？我还尽量在以平缓的语气讲述，以区别于阴森?人的灵异事件。[嘻嘻] // @练摊帝包正忠 ：又吓唬人了，哈哈
0,真敢为满洲国叫好？！[吃惊][怒]这也算语不惊人死不休吗？！[吃惊][哼] //@银河证券黄华:如果这不是汉奸，谁还是？如果这样的言论都可以自由，民主就是法西斯！
0,?於吃完，我??上?住葡萄酒三?字?，??行???我拿可?都?: 做乜你唔?酒噶[怒][怒][怒] 好啦，?尾陪你?乾一杯
1,蒙特利尔有画家用中药作画，并且因为方子用药不同，颜色也是不一样的。比方治咳嗽，治安神。[嘻嘻]
0,内什么，你自个画个饼哈[帅] //@Jason-无名:午饭看来是没戏了[泪]内谁谁谁，你请我共进晚餐吧[嘻嘻][嘻嘻]谢谢，快乐@中壮 @米爱国 @真妮花的? @光头三爷 @宝玲姐姐 @托尼滴漂亮妈咪 @朱云侠 @蓝楹飞雨 @北方乔峰 @不如生女孩 @A4焦振予 @爱运动的道长 @整合营销传播推动者 @丁丁-北京 [玫瑰][玫瑰]
0,[抓狂][抓狂][抓狂][抓狂]某人三个月抽了我一个总统套房[泪][泪][泪][泪]
1,加入有机会获得~ [可爱]//@郭涛Cambi要anti-2B: @中山大学苹果俱乐部
1,[鼓掌][鼓掌][鼓掌][鼓掌][给力]//@Los-amigos乐队: //@DJ雷娃娃: 这个周五 @Los-amigos乐队 在 @乐儿餐厅 演出。演出结束 DJ雷娃娃 为爱好古巴音乐的粉丝们带来 Tony Avila 专场。
1,回复@永不止步851110:一起学习，共同进步！[握手]欢迎有空来一花一叶咖餐厅坐坐！[咖啡] //@永不止步851110:调压力度也很重要[嘻嘻]
1,阅读需要从孩子抓起！[哈哈]
0,感动。。。[泪]//@李小萌: 坚守、放手，都是爱的奉献。 //@接下来跟您说说: //@TheTigerTemple: 转发微博
0,敷了个巨难洗的面膜。都有心拿钢丝球搓了！NND，幸亏是个赠品！[抓狂]
1,老妈最近血压高，昨天才知道，鉴于我一周没回去看她关心她，狠狠自责一下。今天开始每天都要给老妈打电话，还要嘱咐老爸让着她[爱你]
1,[围观]//@时常我清风两袖: //@刘仰: [围观]//@水墨婺源: [转发][玫瑰]//@Loc-九?://@水墨婺源: [鼓掌][鼓掌]//@Mei海洋:老家，我要回来了。
0,执行细节最重要！//@北京厨子:最近结果，大眼送了200多顶帐篷，结果村民不会搭，等解放军到了才搭起来。[衰][生病][泪]
0,咕噜噜。睡到一半醒了[抓狂]
1,wow！[鼓掌] //@不知知不知：@youyoujill 画的像你//@昕薇-汪?：同上//@REDYANY：关键是别人也不领情！命苦！//@靠谱蓉蓉：我也好不到哪儿去，哈哈哈@鼓楼弯儿 //@何小晨:[酷] 命真苦啊
1,午后在家烹制并实用一份混搭意面，口味超赞，俺有天赋。[嘻嘻]
0,谢谢王老师遥远的祝福！厦门可是我的第二故乡啊！[泪] //@王思懿:[蛋糕][蛋糕][蛋糕][干杯][干杯][干杯][心][话筒][话筒][话筒]生日快乐//@桑桑Sansan:谢谢林哥！[干杯]
1,[偷笑] //@陈俐君-:我军新式武器[哈哈] //@画家刘勇:这是什么兵器[疑问] //@陈俐君-:谁拍的照片啊 我另一只脚那？[偷笑] //@陈俐君-:飞腾！ //@吴玉芳-fenny:回复@陈俐君-: 呵呵，我没去过怀柔[偷笑] //@陈俐君-:[偷笑]去怀柔当了一把游客 也挺好玩！
1,吃到的都是自己做的美食，那才叫开心那！//@oOo王小白oOo: 每月总有那么一天吃包子，像过节一样。[太开心]照片上的人和手都是非专业组的，专业组的都在专心包包子。。。
0,俺放下法语一年多了，弄的我现在在巴黎说法语的时候，用法语句型，加入大量英语词汇[泪] 我在这里:http://t.cn/zj5cOfR
1,[哈哈] @Selangmm @潇潇连连看
0,看完不灭的番号了...真给劲儿[泪] 一会乐一会哭的，快不能自理，各种失调、紊乱了！苍天啊给我个这样的角色让我痛快痛快吧！！！！！！！
1,这是眼镜猴。//@瑞龟吉祥: //@爹坑天下: 哈哈哈//@北京老样子: [转发]//@笨嘴灬传人： 太可爱了[花心]//@Elva刘: ＂鸡冻猴＂[偷笑][哈哈] @喵是我啦
0,@孙大海 孙主任，麻烦您协调下高新区供暖部门，把暖气烧热点，太冷了，冻得deidei的，我们航天城入住职工反映都很大。温不唧唧的，似有似无。[泪]
0,几经纠结还是没上去搭讪，孤独的人是可耻的。[泪]
0,"今非昔比，真的不能再骗自己还很年轻了。再也没有人管我叫姐姐，取而代之的都是张口就叫阿姨。前两天，vendor看到我真人后说，您看着还真年轻，估计也就29,30吧。我当时表面上笑容灿烂的说猜的差不多啦。心里念着，NND，这哥们一定还往年轻着说我呢，估计心里在想这妇女估计得有30多了[泪]"
0,想远离这个浮躁的社会。找个鸟无人烟的地方待几天，静一静，非常的想[失望][失望][失望]
1,感谢您的认可！[可爱]
0,昨天的湘菜火力太猛了……上火鼻子都肿了@高微Gilian @刘洋-Max @谢锦生 [泪]同仁堂面膜敷起
0,@韩玉hany 我总是吃剩的[泪]
1,想吃你做的饼干，蛋糕了[馋嘴][嘻嘻]
1,回复@乙贺真人:说明俺?长像太大众了，满街跑小余呀[偷笑] //@乙贺真人:偶刚才看见一个貌似你的银…太像了…可惜没来及拍下来…[嘻嘻] //@梧桐小余:回复@啊是你的益达:好勒 //@啊是你的益达:梧桐小余，恩，你的创意总是无处不在啊！呵呵。看看@设计东西 我的设计师朋友的微博。
0,佛祖保佑，剧组顺利登船[爱你]，祈祷岛上这两天不要来台风吧[耶]//@神风汤:晚点一小时，损失惨重[泪]
0,想不到，今年称砣也会火![怒]
1,为了能“懒”必须去思考[鼓掌]@客服--黄记煌 //@黄记煌-黄耕: 懒人推动世界的发展与进步，一切发明创造的源动力都是因为懒[鼓掌]
1,你必须给我幸福到死！必须！@虎妞的虎  //@洁PP真身:啊啊啊！天啊！@虎妞的虎 你居然都不通知我一声！桑心勒[泪]我又相信爱情勒哈哈～幸福昂！[爱你]
0,一的哥说：“如果找十几个20岁左右的死刑犯，让他们练四年足球，然后他们踢世界杯， 出线了就出狱，出不了拉回来枪毙。国足一准儿出线。”惊异于他的想法，再次问道：“那怎么解决现在离婚越来越厉害的现象呢？”司机掐断烟头狠心说道：“真正能阻止离婚的婚姻法是：离婚后房子归国家。”[衰]
1,亲爱的们，征集帅哥保镖[亲亲]当然鞋城的更好[太开心]
1,这才是美景，转走!呵呵![鼓掌][good]
1,[嘻嘻]艺术 //@_Mr_小亮_:以后在下雪 要这么堆。。。
1,举手[嘻嘻]
1,港英绅士的选择是黄色包装蜜树包装。采访理由答不?小学校车黄巴士咩[嘻嘻]。视觉总监的创意初衷素酱么@WINGNOIR李耕 @中非张逃 @心悦格格要静心 @SMASHACUP
1,人家的第一条微博！//@知乎: 来了[嘻嘻] 最近知友们在讨论 kindle 的这些：http://t.cn/zHOH9cc
1,//@南京发布:[嘻嘻][嘻嘻][嘻嘻] //@紫金山南: 正版消息，小布很认真，图好玩。
0,可怜的越南=。=//@玫瑰玫瑰妈: 哎。。。 //@fionaneverland:马来西亚这种国家，点点点啊！//@北京厨子:[伤心]
0,收到啦[晕][爱你] //@连丹:向全世界说爱你：我人生中第一次收花就是你送的！我爱你！
1,是谁啊，猜中有奖咩[哈哈]//@EchoBookCafe: 回复@拥趸人生:当红辣子鸡哦？！[哈哈]//@拥趸人生:哇！什么活动啊 神秘嘉宾是谁啊
1,小美姐姐先领汤圆进来试试吧！呀！真合称！一会就该上梁盖顶啦！[太开心]
0,央视还是转播下他跪长春的过程吧，不转播这哥们死定了//@果粒橙_cyx: 央视脑残找这人渣，大家都难过的不行了，他还在这儿不说人话，炒作自己，太气人！谁粉他谁是他同类，去跪吧[衰]
0,这家旅行社已经遭到日本全行业的封杀才转战韩国的，目前窟窿不低于几千万，真不知道有什么好吹捧的//@温柔大盗DONEWS:这种事情越多风险越大。 //@yoxi8998:我一闺蜜刚刚参加了一个旅行团自驾韩国，免费，但是交5万元的押金，三个月之后才能取出来！[江南style]//@一杯鲜果汁: 如此精明[晕]
1,慧慧@YHMT徐慧 快看想吃不，祝大家元宵节快乐哦@刘飞Vlon 熊宝宝都要吃掉哦！@曹远春 @大约克夏 @思小琪的围脖 赵广超@我是梁艺馨 @一个人微笑吧 @?影?高小健_Revan  [鼓掌]
1,[哈哈][哈哈][哈哈]//@天使投资人叶飞:转发微博
1,[哈哈]//@帅卫:这范，不火不行啊，看来今后出场费得涨。。。
0,[泪]//@北京城你不知道的事儿:今天最让我伤心的消息[泪]
1,多谢大美食家的推荐！[哈哈][哈哈]
0,回复@初九2012: 太多可爱的人们！2012“寻找最美乡村教师”颁奖典礼，将于9月9日晚20：00在CCTV-1播出，CCTV-4在22：00播出，再看看马尔洋小学校长阿力甫夏和他的塔吉克娃娃们[泪]//@初九2012:http://t.cn/zWduho4靠，这视频我又看哭了，@何盈heying 这是不是你们去年没能去的密思坤
0,无解[衰]//@朱智勇-:满目国妖，雨后春笋，如何是好！
0,RP太好有木有[兔子] 一路畅通，办理登记、安检都没排队，到太早了也是苦恼[衰] 登机口还没出呢，只能四处游荡[熊猫]
1,真的哎，雨一直一直下，现在外面还在下[抓狂] //@婆罗洲：@杨全强   @沈卫娟   轮到你们看海啦[哈哈] //@weatherman_信欣:应该是真的。因为15-16点南京很多站点观测到50毫米以上强降雨。玄武湖1小时降雨量94.8毫米，三十三中80.2毫米，北极阁74.4毫米。“看海”几乎是必然了。 /
1,在配音?中＂?兜??伴我心＂。名字?害吧[哈哈][哈哈][哈哈]
1,要吃现成的！//@鬼蜀日记: @豆果网 详细做法[嘻嘻] http://t.cn/8sy2WTP
0,[怒][怒][怒] //@廖京生:[怒]//@章诒和: 转//@崔永元: 加入。 //@邱启明:昨晚为一个75岁的德高望重的老歌唱家的现状流下眼泪。今天为这个不知生死的娃娃流泪。上天，请你公平点[伤心][泪]。@天使妈妈基金 只要娃娃活着，我们给他治疗，一直到正常。
1,小毛豆背后有大智慧！[哈哈] 喜欢就请关注@昆仑饭店HotelKunlun
0,#诗之印记#北京欢迎我[兔子]愉快假期很快结束了[泪]明天开始努力工作赚米米[萌]才能再出游玩咩[偷笑]下一站去哪里呢[阴险]@Abby45 @阮导 你们两位童鞋还在哇[飞机]上哇[做鬼脸]我已经平安到达嘞[太开心] #乐翻婆罗洲# 我在这里:http://t.cn/zlIO7eX
1,[鼓掌]//@美食工场: 辣婆婆
0,"回复@任小虔:没有浮浅,但潜水了,,最深下到7米,后来有点辛苦了,上来的时候冷得直打哆嗦,嘴都紫了![晕] 日落很美! //@任小虔:你这时候去，应该没办法浮潜吧？太冷了点~一定要去sunset point看日落啊~~我去了两次都没看成，遗憾死了~~"
0,江原道这片最有名的餐厅之一，家养的有机鸭肉，好客的老板。第一次吃韭菜都吃到嗨～食材好太重要了[泪]
0,啊~最爱这个！记得罗格也蛮好吃~//@于?: @蛋人爱蛋 还有透心凉 //@nownow:[泪][泪][泪][泪]
1,可爱，有创意~~ 给朋友送礼物的时候不错的选择[太开心] 爱你的咖啡豆24
1,#龙门镖局#邓大师免费服务啦，大家快来龙门镖局预约~！[鼓掌]//@保剑锋: [偷笑][偷笑][偷笑]「口味重」看风水不收钱！
0,也是我的写照。//@我是COCO女王:我目前生活状态的最真实写照[泪][泪]
1,#开讲啦#【徐帆 正在播出】徐帆说：“用天津话说，就是‘遇帆冯顺’。”[围观]顾名思义，遇到徐帆，冯小刚就顺了。徐帆姐姐真的是一个真实、可爱又智慧的女人。[爱你]不愧是@冯小刚 导演家里的后勤部长哦！http://t.cn/8Ff2QNk
1,"乘飞机空中鸟瞰西藏,有雄鹰翱翔天宇的感觉。雪域高原一一纯净 、绝美、神圣！[鼓掌]"
1,"可是我的既不是事业线也不是聚宝盆好嘛//@败货有信仰：[哈哈] 看你还笑话我,@66LOVE77 ,@渔唱_"
1,遇到爱茶的女人就娶了吧//@荒木生花:@中华茶人协会 @道中道茶居 @Amy--茶生活 @郑州郑福星-祈愿小蛙 @郑州郑福星茶业-中庸 亲，你遇到了吗？[可爱][可爱]
0,回复@海合龙祥:壹人壹本@蒋宇飞 //@海合龙祥:?能恩?我一???本呢？[泪]  //@李学君军:呵呵！微博的力量请赐我们的@海合龙祥老师   笔记本电脑一台，为慈善公益事业而努力！ //@海合龙祥:我唯一的??本?了！三天了，我?法上?。苦不堪言啊！  //@honglili:必须转发。。。
